mission_week,mission_year,week_of_year,calendar_start,appendix,program,key_science_row,target,hours,weekly_wall_fraction,allocation_type,visibility_fraction
89,2,37,2031-09-10,B,Nearest Stellar Systems Survey,Exoplanet nearest / HZ,61 Cyg A,10.0,0.05952380952380952,target-visit MILP,1.0
89,2,37,2031-09-10,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
89,2,37,2031-09-10,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
89,2,37,2031-09-10,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
89,2,37,2031-09-10,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
89,2,37,2031-09-10,A,SN Ia time-domain cadence,SN Ia time domain,SN south,2.0,0.011904761904761904,cadence baseline,1.0
90,2,38,2031-09-17,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
90,2,38,2031-09-17,B,Nearest Stellar Systems Survey,Exoplanet nearest / HZ,EZ Aqr Ab,10.0,0.05952380952380952,target-visit MILP,1.0
90,2,38,2031-09-17,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
90,2,38,2031-09-17,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
90,2,38,2031-09-17,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
90,2,38,2031-09-17,OPS,L2 station keeping,Observatory maintenance / overhead,Spacecraft orbit,2.0,0.011904761904761904,maintenance,1.0
90,2,38,2031-09-17,OPS,Momentum unload,Observatory maintenance / overhead,Reaction wheels,3.0,0.017857142857142856,maintenance,1.0
90,2,38,2031-09-17,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
90,2,38,2031-09-17,A,SN Ia time-domain cadence,SN Ia time domain,SN south,2.0,0.011904761904761904,cadence baseline,1.0
91,2,39,2031-09-24,X,AM CVn monitoring,Compact monitoring / ToO,ES Cet,0.75,0.004464285714285714,target-visit MILP,1.0
91,2,39,2031-09-24,X,AM CVn monitoring,Compact monitoring / ToO,V407 Vul,0.75,0.004464285714285714,target-visit MILP,1.0
91,2,39,2031-09-24,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
91,2,39,2031-09-24,X,Dwarf-nova population,Compact monitoring / ToO,SS Aur,0.75,0.004464285714285714,target-visit MILP,0.5714285714285714
91,2,39,2031-09-24,B,Nearest FGK HZ Systems Survey,Exoplanet nearest / HZ,zet Dor,19.289362039661423,0.11481763118846085,target-visit MILP,1.0
91,2,39,2031-09-24,B,Nearest FGK HZ Systems Survey,Exoplanet nearest / HZ,zet Dor,19.289362039661423,0.11481763118846085,target-visit MILP,1.0
91,2,39,2031-09-24,B,Nearest FGK HZ Systems Survey,Exoplanet nearest / HZ,zet Dor,19.289362039661423,0.11481763118846085,target-visit MILP,1.0
91,2,39,2031-09-24,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
91,2,39,2031-09-24,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
91,2,39,2031-09-24,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
91,2,39,2031-09-24,OPS,Quarterly calibration block,Observatory maintenance / overhead,Instruments and reference fields,24.0,0.14285714285714285,maintenance,1.0
91,2,39,2031-09-24,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
91,2,39,2031-09-24,A,SN Ia time-domain cadence,SN Ia time domain,SN south,2.0,0.011904761904761904,cadence baseline,1.0
92,2,40,2031-10-01,X,AM CVn monitoring,Compact monitoring / ToO,V407 Vul,0.75,0.004464285714285714,target-visit MILP,1.0
92,2,40,2031-10-01,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
92,2,40,2031-10-01,X,Dwarf-nova intensive,Compact monitoring / ToO,VW Hyi,0.375,0.002232142857142857,target-visit MILP,1.0
92,2,40,2031-10-01,X,Dwarf-nova intensive,Compact monitoring / ToO,WZ Sge,0.375,0.002232142857142857,target-visit MILP,1.0
92,2,40,2031-10-01,B,Nearest FGK HZ Systems Survey,Exoplanet nearest / HZ,zet Dor,19.289362039661423,0.11481763118846085,target-visit MILP,1.0
92,2,40,2031-10-01,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
92,2,40,2031-10-01,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
92,2,40,2031-10-01,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
92,2,40,2031-10-01,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
92,2,40,2031-10-01,A,SN Ia time-domain cadence,SN Ia time domain,SN south,2.0,0.011904761904761904,cadence baseline,1.0
93,2,41,2031-10-08,X,AM CVn monitoring,Compact monitoring / ToO,KL Dra,0.75,0.004464285714285714,target-visit MILP,1.0
93,2,41,2031-10-08,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
93,2,41,2031-10-08,X,Dwarf-nova intensive,Compact monitoring / ToO,Z Cam,0.375,0.002232142857142857,target-visit MILP,0.5714285714285714
93,2,41,2031-10-08,B,Nearest FGK HZ Systems Survey,Exoplanet nearest / HZ,lam Aur,19.50590926156399,0.1161066027474047,target-visit MILP,1.0
93,2,41,2031-10-08,B,Nearest FGK HZ Systems Survey,Exoplanet nearest / HZ,lam Aur,19.50590926156399,0.1161066027474047,target-visit MILP,1.0
93,2,41,2031-10-08,B,Nearest FGK HZ Systems Survey,Exoplanet nearest / HZ,lam Aur,19.50590926156399,0.1161066027474047,target-visit MILP,1.0
93,2,41,2031-10-08,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
93,2,41,2031-10-08,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
93,2,41,2031-10-08,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
93,2,41,2031-10-08,OPS,L2 station keeping,Observatory maintenance / overhead,Spacecraft orbit,2.0,0.011904761904761904,maintenance,1.0
93,2,41,2031-10-08,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
93,2,41,2031-10-08,A,SN Ia time-domain cadence,SN Ia time domain,SN south,2.0,0.011904761904761904,cadence baseline,1.0
94,2,42,2031-10-15,X,AM CVn monitoring,Compact monitoring / ToO,V407 Vul,0.75,0.004464285714285714,target-visit MILP,0.7142857142857143
94,2,42,2031-10-15,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
94,2,42,2031-10-15,X,Dwarf-nova intensive,Compact monitoring / ToO,SU UMa,0.375,0.002232142857142857,target-visit MILP,1.0
94,2,42,2031-10-15,X,Dwarf-nova intensive,Compact monitoring / ToO,SU UMa,0.375,0.002232142857142857,target-visit MILP,1.0
94,2,42,2031-10-15,X,Dwarf-nova intensive,Compact monitoring / ToO,VW Hyi,0.375,0.002232142857142857,target-visit MILP,1.0
94,2,42,2031-10-15,X,Dwarf-nova intensive,Compact monitoring / ToO,VW Hyi,0.375,0.002232142857142857,target-visit MILP,1.0
94,2,42,2031-10-15,X,Dwarf-nova intensive,Compact monitoring / ToO,WZ Sge,0.375,0.002232142857142857,target-visit MILP,1.0
94,2,42,2031-10-15,X,Dwarf-nova intensive,Compact monitoring / ToO,Z Cam,0.375,0.002232142857142857,target-visit MILP,1.0
94,2,42,2031-10-15,X,Dwarf-nova population,Compact monitoring / ToO,VW Vul,0.75,0.004464285714285714,target-visit MILP,1.0
94,2,42,2031-10-15,X,Dwarf-nova population,Compact monitoring / ToO,VY Aqr,0.75,0.004464285714285714,target-visit MILP,1.0
94,2,42,2031-10-15,X,Dwarf-nova population,Compact monitoring / ToO,VY Aqr,0.75,0.004464285714285714,target-visit MILP,1.0
94,2,42,2031-10-15,B,Nearest FGK HZ Systems Survey,Exoplanet nearest / HZ,zet Dor,19.289362039661423,0.11481763118846085,target-visit MILP,1.0
94,2,42,2031-10-15,B,Nearest Stellar Systems Survey,Exoplanet nearest / HZ,BL Ceti,10.0,0.05952380952380952,target-visit MILP,1.0
94,2,42,2031-10-15,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
94,2,42,2031-10-15,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
94,2,42,2031-10-15,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
94,2,42,2031-10-15,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
94,2,42,2031-10-15,A,SN Ia time-domain cadence,SN Ia time domain,SN south,2.0,0.011904761904761904,cadence baseline,1.0
95,2,43,2031-10-22,DDT,Director discretionary time,Director discretionary time,Director-controlled observations,144.03153846153845,0.857330586080586,director reserve,1.0
95,2,43,2031-10-22,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
95,2,43,2031-10-22,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
96,2,44,2031-10-29,DDT,Director discretionary time,Director discretionary time,Director-controlled observations,139.03153846153845,0.8275686813186812,director reserve,1.0
96,2,44,2031-10-29,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
96,2,44,2031-10-29,OPS,L2 station keeping,Observatory maintenance / overhead,Spacecraft orbit,2.0,0.011904761904761904,maintenance,1.0
96,2,44,2031-10-29,OPS,Momentum unload,Observatory maintenance / overhead,Reaction wheels,3.0,0.017857142857142856,maintenance,1.0
96,2,44,2031-10-29,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
97,2,45,2031-11-05,X,AM CVn monitoring,Compact monitoring / ToO,ES Cet,0.75,0.004464285714285714,target-visit MILP,1.0
97,2,45,2031-11-05,X,AM CVn monitoring,Compact monitoring / ToO,KL Dra,0.75,0.004464285714285714,target-visit MILP,1.0
97,2,45,2031-11-05,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
97,2,45,2031-11-05,X,Dwarf-nova intensive,Compact monitoring / ToO,RU Peg,0.375,0.002232142857142857,target-visit MILP,1.0
97,2,45,2031-11-05,X,Dwarf-nova intensive,Compact monitoring / ToO,SU UMa,0.375,0.002232142857142857,target-visit MILP,1.0
97,2,45,2031-11-05,X,Dwarf-nova intensive,Compact monitoring / ToO,Z Cam,0.375,0.002232142857142857,target-visit MILP,1.0
97,2,45,2031-11-05,X,Dwarf-nova population,Compact monitoring / ToO,SS Aur,0.75,0.004464285714285714,target-visit MILP,1.0
97,2,45,2031-11-05,A,Wide ELG BAO/RSD,ELG wide South,SXDS south,15.25,0.09077380952380952,continuous LP,1.0
97,2,45,2031-11-05,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
97,2,45,2031-11-05,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
97,2,45,2031-11-05,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
97,2,45,2031-11-05,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
97,2,45,2031-11-05,A,SN Ia time-domain cadence,SN Ia time domain,SN south,2.0,0.011904761904761904,cadence baseline,1.0
98,2,46,2031-11-12,X,AM CVn monitoring,Compact monitoring / ToO,KL Dra,0.75,0.004464285714285714,target-visit MILP,1.0
98,2,46,2031-11-12,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
98,2,46,2031-11-12,X,Dwarf-nova intensive,Compact monitoring / ToO,SS Cyg,0.375,0.002232142857142857,target-visit MILP,1.0
98,2,46,2031-11-12,X,Dwarf-nova population,Compact monitoring / ToO,ER UMa,0.75,0.004464285714285714,target-visit MILP,1.0
98,2,46,2031-11-12,X,Dwarf-nova population,Compact monitoring / ToO,ER UMa,0.75,0.004464285714285714,target-visit MILP,1.0
98,2,46,2031-11-12,X,Dwarf-nova population,Compact monitoring / ToO,YZ Cnc,0.75,0.004464285714285714,target-visit MILP,1.0
98,2,46,2031-11-12,X,Dwarf-nova population,Compact monitoring / ToO,YZ Cnc,0.75,0.004464285714285714,target-visit MILP,1.0
98,2,46,2031-11-12,X,Dwarf-nova population,Compact monitoring / ToO,YZ Cnc,0.75,0.004464285714285714,target-visit MILP,1.0
98,2,46,2031-11-12,A,Wide ELG BAO/RSD,ELG wide South,SXDS south,36.0,0.21428571428571427,continuous LP,1.0
98,2,46,2031-11-12,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
98,2,46,2031-11-12,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
98,2,46,2031-11-12,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
98,2,46,2031-11-12,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
98,2,46,2031-11-12,A,SN Ia time-domain cadence,SN Ia time domain,SN south,2.0,0.011904761904761904,cadence baseline,1.0
99,2,47,2031-11-19,X,AM CVn monitoring,Compact monitoring / ToO,HM Cnc,0.75,0.004464285714285714,target-visit MILP,1.0
99,2,47,2031-11-19,X,AM CVn monitoring,Compact monitoring / ToO,KL Dra,0.75,0.004464285714285714,target-visit MILP,1.0
99,2,47,2031-11-19,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
99,2,47,2031-11-19,X,Dwarf-nova intensive,Compact monitoring / ToO,U Gem,0.375,0.002232142857142857,target-visit MILP,1.0
99,2,47,2031-11-19,X,Dwarf-nova population,Compact monitoring / ToO,RX And,0.75,0.004464285714285714,target-visit MILP,1.0
99,2,47,2031-11-19,X,Dwarf-nova population,Compact monitoring / ToO,RX And,0.75,0.004464285714285714,target-visit MILP,1.0
99,2,47,2031-11-19,X,Dwarf-nova population,Compact monitoring / ToO,SS Aur,0.75,0.004464285714285714,target-visit MILP,1.0
99,2,47,2031-11-19,A,Medium/deep ELG tiers,Deep / imaging calibration,SXDS south,16.5,0.09821428571428571,continuous LP,1.0
99,2,47,2031-11-19,A,Wide ELG BAO/RSD,ELG wide South,SXDS south,36.0,0.21428571428571427,continuous LP,1.0
99,2,47,2031-11-19,B,First-light known giants,Exoplanet giants / disks,47 UMa c,16.666666666666668,0.09920634920634921,target-visit MILP,0.42857142857142855
99,2,47,2031-11-19,B,First-light known giants,Exoplanet giants / disks,HD 219134 h,16.666666666666668,0.09920634920634921,target-visit MILP,1.0
99,2,47,2031-11-19,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
99,2,47,2031-11-19,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
99,2,47,2031-11-19,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
99,2,47,2031-11-19,OPS,L2 station keeping,Observatory maintenance / overhead,Spacecraft orbit,2.0,0.011904761904761904,maintenance,1.0
99,2,47,2031-11-19,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
99,2,47,2031-11-19,A,SN Ia time-domain cadence,SN Ia time domain,SN south,2.0,0.011904761904761904,cadence baseline,1.0
100,2,48,2031-11-26,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
100,2,48,2031-11-26,X,Dwarf-nova intensive,Compact monitoring / ToO,RU Peg,0.375,0.002232142857142857,target-visit MILP,1.0
100,2,48,2031-11-26,X,Dwarf-nova intensive,Compact monitoring / ToO,U Gem,0.375,0.002232142857142857,target-visit MILP,1.0
100,2,48,2031-11-26,X,Dwarf-nova population,Compact monitoring / ToO,RX And,0.75,0.004464285714285714,target-visit MILP,1.0
100,2,48,2031-11-26,A,Medium/deep ELG tiers,Deep / imaging calibration,SXDS south,24.0,0.14285714285714285,continuous LP,1.0
100,2,48,2031-11-26,A,Wide ELG BAO/RSD,ELG wide South,SXDS south,36.0,0.21428571428571427,continuous LP,1.0
100,2,48,2031-11-26,B,First-light known giants,Exoplanet giants / disks,GJ 414 A c,16.666666666666668,0.09920634920634921,target-visit MILP,0.42857142857142855
100,2,48,2031-11-26,B,Nearest FGK HZ Systems Survey,Exoplanet nearest / HZ,36 UMa,18.28124011602197,0.10881690545251173,target-visit MILP,1.0
100,2,48,2031-11-26,B,Nearest FGK HZ Systems Survey,Exoplanet nearest / HZ,36 UMa,18.28124011602197,0.10881690545251173,target-visit MILP,1.0
100,2,48,2031-11-26,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
100,2,48,2031-11-26,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
100,2,48,2031-11-26,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
100,2,48,2031-11-26,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
