mission_week,mission_year,week_of_year,calendar_start,appendix,program,key_science_row,target,hours,weekly_wall_fraction,allocation_type,visibility_fraction
72,2,20,2031-05-14,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
72,2,20,2031-05-14,OPS,L2 station keeping,Observatory maintenance / overhead,Spacecraft orbit,2.0,0.011904761904761904,maintenance,1.0
72,2,20,2031-05-14,OPS,Momentum unload,Observatory maintenance / overhead,Reaction wheels,3.0,0.017857142857142856,maintenance,1.0
72,2,20,2031-05-14,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
72,2,20,2031-05-14,A,SN Ia time-domain cadence,SN Ia time domain,SN north,2.0,0.011904761904761904,cadence baseline,1.0
73,2,21,2031-05-21,X,AM CVn monitoring,Compact monitoring / ToO,GP Com,0.75,0.004464285714285714,target-visit MILP,1.0
73,2,21,2031-05-21,X,AM CVn monitoring,Compact monitoring / ToO,V407 Vul,0.75,0.004464285714285714,target-visit MILP,1.0
73,2,21,2031-05-21,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
73,2,21,2031-05-21,X,Dwarf-nova intensive,Compact monitoring / ToO,WZ Sge,0.375,0.002232142857142857,target-visit MILP,1.0
73,2,21,2031-05-21,A,Wide ELG BAO/RSD,ELG wide North,Boötes north,36.0,0.21428571428571427,continuous LP,1.0
73,2,21,2031-05-21,B,Nearest FGK HZ Systems Survey,Exoplanet nearest / HZ,HD 102365,15.779932744531134,0.09392817109839961,target-visit MILP,1.0
73,2,21,2031-05-21,B,Nearest Stellar Systems Survey,Exoplanet nearest / HZ,GJ 887,10.0,0.05952380952380952,target-visit MILP,0.42857142857142855
73,2,21,2031-05-21,B,Nearest Stellar Systems Survey,Exoplanet nearest / HZ,Ross 128,10.0,0.05952380952380952,target-visit MILP,1.0
73,2,21,2031-05-21,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
73,2,21,2031-05-21,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
73,2,21,2031-05-21,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
73,2,21,2031-05-21,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
73,2,21,2031-05-21,A,SN Ia time-domain cadence,SN Ia time domain,SN north,2.0,0.011904761904761904,cadence baseline,1.0
74,2,22,2031-05-28,X,AM CVn monitoring,Compact monitoring / ToO,KL Dra,0.75,0.004464285714285714,target-visit MILP,1.0
74,2,22,2031-05-28,X,AM CVn monitoring,Compact monitoring / ToO,V803 Cen,0.75,0.004464285714285714,target-visit MILP,1.0
74,2,22,2031-05-28,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
74,2,22,2031-05-28,A,Medium/deep ELG tiers,Deep / imaging calibration,Boötes north,16.5,0.09821428571428571,continuous LP,1.0
74,2,22,2031-05-28,A,Wide ELG BAO/RSD,ELG wide North,Boötes north,36.0,0.21428571428571427,continuous LP,1.0
74,2,22,2031-05-28,B,Nearest FGK HZ Systems Survey,Exoplanet nearest / HZ,36 Oph A,16.058276436541128,0.09558497878893528,target-visit MILP,1.0
74,2,22,2031-05-28,B,Nearest Stellar Systems Survey,Exoplanet nearest / HZ,Barnard star,10.0,0.05952380952380952,target-visit MILP,1.0
74,2,22,2031-05-28,B,Nearest Stellar Systems Survey,Exoplanet nearest / HZ,EZ Aqr Aa,10.0,0.05952380952380952,target-visit MILP,1.0
74,2,22,2031-05-28,B,Nearest Stellar Systems Survey,Exoplanet nearest / HZ,EZ Aqr B,10.0,0.05952380952380952,target-visit MILP,1.0
74,2,22,2031-05-28,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
74,2,22,2031-05-28,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
74,2,22,2031-05-28,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
74,2,22,2031-05-28,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
74,2,22,2031-05-28,A,SN Ia time-domain cadence,SN Ia time domain,SN north,2.0,0.011904761904761904,cadence baseline,1.0
75,2,23,2031-06-04,X,AM CVn monitoring,Compact monitoring / ToO,CE 315,0.75,0.004464285714285714,target-visit MILP,1.0
75,2,23,2031-06-04,X,AM CVn monitoring,Compact monitoring / ToO,HP Lib,0.75,0.004464285714285714,target-visit MILP,1.0
75,2,23,2031-06-04,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
75,2,23,2031-06-04,X,Dwarf-nova intensive,Compact monitoring / ToO,VW Hyi,0.375,0.002232142857142857,target-visit MILP,1.0
75,2,23,2031-06-04,A,Medium/deep ELG tiers,Deep / imaging calibration,Boötes north,24.0,0.14285714285714285,continuous LP,1.0
75,2,23,2031-06-04,A,Wide ELG BAO/RSD,ELG wide North,Boötes north,36.0,0.21428571428571427,continuous LP,1.0
75,2,23,2031-06-04,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
75,2,23,2031-06-04,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
75,2,23,2031-06-04,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
75,2,23,2031-06-04,OPS,L2 station keeping,Observatory maintenance / overhead,Spacecraft orbit,2.0,0.011904761904761904,maintenance,1.0
75,2,23,2031-06-04,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
75,2,23,2031-06-04,A,SN Ia time-domain cadence,SN Ia time domain,SN north,2.0,0.011904761904761904,cadence baseline,1.0
76,2,24,2031-06-11,X,AM CVn monitoring,Compact monitoring / ToO,CE 315,0.75,0.004464285714285714,target-visit MILP,1.0
76,2,24,2031-06-11,X,AM CVn monitoring,Compact monitoring / ToO,V407 Vul,0.75,0.004464285714285714,target-visit MILP,1.0
76,2,24,2031-06-11,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
76,2,24,2031-06-11,X,Dwarf-nova intensive,Compact monitoring / ToO,SS Cyg,0.375,0.002232142857142857,target-visit MILP,0.7142857142857143
76,2,24,2031-06-11,X,Dwarf-nova population,Compact monitoring / ToO,OY Car,0.75,0.004464285714285714,target-visit MILP,1.0
76,2,24,2031-06-11,X,Dwarf-nova population,Compact monitoring / ToO,VY Aqr,0.75,0.004464285714285714,target-visit MILP,1.0
76,2,24,2031-06-11,A,Medium/deep ELG tiers,Deep / imaging calibration,Boötes north,24.0,0.14285714285714285,continuous LP,1.0
76,2,24,2031-06-11,A,Wide ELG BAO/RSD,ELG wide North,Boötes north,36.0,0.21428571428571427,continuous LP,1.0
76,2,24,2031-06-11,B,Nearest FGK HZ Systems Survey,Exoplanet nearest / HZ,HD 102365,15.779932744531134,0.09392817109839961,target-visit MILP,1.0
76,2,24,2031-06-11,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
76,2,24,2031-06-11,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
76,2,24,2031-06-11,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
76,2,24,2031-06-11,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
76,2,24,2031-06-11,A,SN Ia time-domain cadence,SN Ia time domain,SN north,2.0,0.011904761904761904,cadence baseline,1.0
77,2,25,2031-06-18,X,AM CVn monitoring,Compact monitoring / ToO,CR Boo,0.75,0.004464285714285714,target-visit MILP,1.0
77,2,25,2031-06-18,X,AM CVn monitoring,Compact monitoring / ToO,V803 Cen,0.75,0.004464285714285714,target-visit MILP,1.0
77,2,25,2031-06-18,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
77,2,25,2031-06-18,X,Dwarf-nova intensive,Compact monitoring / ToO,RU Peg,0.375,0.002232142857142857,target-visit MILP,1.0
77,2,25,2031-06-18,X,Dwarf-nova intensive,Compact monitoring / ToO,RU Peg,0.375,0.002232142857142857,target-visit MILP,1.0
77,2,25,2031-06-18,X,Dwarf-nova intensive,Compact monitoring / ToO,WZ Sge,0.375,0.002232142857142857,target-visit MILP,1.0
77,2,25,2031-06-18,A,Medium/deep ELG tiers,Deep / imaging calibration,Boötes north,24.0,0.14285714285714285,continuous LP,1.0
77,2,25,2031-06-18,A,Wide ELG BAO/RSD,ELG wide North,Boötes north,36.0,0.21428571428571427,continuous LP,1.0
77,2,25,2031-06-18,B,Nearest FGK HZ Systems Survey,Exoplanet nearest / HZ,36 Oph B,15.077588763946688,0.08974755216634933,target-visit MILP,1.0
77,2,25,2031-06-18,B,Nearest FGK HZ Systems Survey,Exoplanet nearest / HZ,HD 102365,15.779932744531134,0.09392817109839961,target-visit MILP,1.0
77,2,25,2031-06-18,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
77,2,25,2031-06-18,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
77,2,25,2031-06-18,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
77,2,25,2031-06-18,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
77,2,25,2031-06-18,A,SN Ia time-domain cadence,SN Ia time domain,SN north,2.0,0.011904761904761904,cadence baseline,1.0
78,2,26,2031-06-25,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
78,2,26,2031-06-25,B,Nearest FGK HZ Systems Survey,Exoplanet nearest / HZ,eps Ind,5.704502578699747,0.033955372492260404,target-visit MILP,1.0
78,2,26,2031-06-25,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
78,2,26,2031-06-25,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
78,2,26,2031-06-25,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
78,2,26,2031-06-25,OPS,L2 station keeping,Observatory maintenance / overhead,Spacecraft orbit,2.0,0.011904761904761904,maintenance,1.0
78,2,26,2031-06-25,OPS,Momentum unload,Observatory maintenance / overhead,Reaction wheels,3.0,0.017857142857142856,maintenance,1.0
78,2,26,2031-06-25,OPS,Quarterly calibration block,Observatory maintenance / overhead,Instruments and reference fields,24.0,0.14285714285714285,maintenance,1.0
78,2,26,2031-06-25,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
78,2,26,2031-06-25,A,SN Ia time-domain cadence,SN Ia time domain,SN north,2.0,0.011904761904761904,cadence baseline,1.0
79,2,27,2031-07-02,X,AM CVn monitoring,Compact monitoring / ToO,KL Dra,0.75,0.004464285714285714,target-visit MILP,1.0
79,2,27,2031-07-02,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
79,2,27,2031-07-02,X,Dwarf-nova intensive,Compact monitoring / ToO,WZ Sge,0.375,0.002232142857142857,target-visit MILP,1.0
79,2,27,2031-07-02,X,Dwarf-nova population,Compact monitoring / ToO,VW Vul,0.75,0.004464285714285714,target-visit MILP,1.0
79,2,27,2031-07-02,X,Dwarf-nova population,Compact monitoring / ToO,VW Vul,0.75,0.004464285714285714,target-visit MILP,1.0
79,2,27,2031-07-02,A,Medium/deep ELG tiers,Deep / imaging calibration,Boötes north,24.0,0.14285714285714285,continuous LP,1.0
79,2,27,2031-07-02,A,Wide ELG BAO/RSD,ELG wide North,Boötes north,36.0,0.21428571428571427,continuous LP,1.0
79,2,27,2031-07-02,B,First-light known giants,Exoplanet giants / disks,HD 192310 c,16.666666666666668,0.09920634920634921,target-visit MILP,1.0
79,2,27,2031-07-02,B,Nearest FGK HZ Systems Survey,Exoplanet nearest / HZ,61 Cyg A,4.180960088775178,0.024886667195090344,target-visit MILP,1.0
79,2,27,2031-07-02,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
79,2,27,2031-07-02,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
79,2,27,2031-07-02,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
79,2,27,2031-07-02,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
79,2,27,2031-07-02,A,SN Ia time-domain cadence,SN Ia time domain,SN north,2.0,0.011904761904761904,cadence baseline,1.0
80,2,28,2031-07-09,X,AM CVn monitoring,Compact monitoring / ToO,CE 315,0.75,0.004464285714285714,target-visit MILP,1.0
80,2,28,2031-07-09,X,AM CVn monitoring,Compact monitoring / ToO,CR Boo,0.75,0.004464285714285714,target-visit MILP,1.0
80,2,28,2031-07-09,X,AM CVn monitoring,Compact monitoring / ToO,V803 Cen,0.75,0.004464285714285714,target-visit MILP,1.0
80,2,28,2031-07-09,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
80,2,28,2031-07-09,X,Dwarf-nova intensive,Compact monitoring / ToO,WZ Sge,0.375,0.002232142857142857,target-visit MILP,1.0
80,2,28,2031-07-09,X,Dwarf-nova population,Compact monitoring / ToO,VY Aqr,0.75,0.004464285714285714,target-visit MILP,1.0
80,2,28,2031-07-09,B,Nearest Stellar Systems Survey,Exoplanet nearest / HZ,Ross 154,10.0,0.05952380952380952,target-visit MILP,1.0
80,2,28,2031-07-09,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
80,2,28,2031-07-09,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
80,2,28,2031-07-09,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
80,2,28,2031-07-09,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
80,2,28,2031-07-09,A,SN Ia time-domain cadence,SN Ia time domain,SN north,2.0,0.011904761904761904,cadence baseline,0.5714285714285714
81,2,29,2031-07-16,X,AM CVn monitoring,Compact monitoring / ToO,ES Cet,0.75,0.004464285714285714,target-visit MILP,0.7142857142857143
81,2,29,2031-07-16,X,AM CVn monitoring,Compact monitoring / ToO,HP Lib,0.75,0.004464285714285714,target-visit MILP,1.0
81,2,29,2031-07-16,X,AM CVn monitoring,Compact monitoring / ToO,V803 Cen,0.75,0.004464285714285714,target-visit MILP,1.0
81,2,29,2031-07-16,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
81,2,29,2031-07-16,B,Nearest FGK HZ Systems Survey,Exoplanet nearest / HZ,ksi Boo A,11.780571683014253,0.07012245049413246,target-visit MILP,1.0
81,2,29,2031-07-16,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
81,2,29,2031-07-16,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
81,2,29,2031-07-16,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
81,2,29,2031-07-16,OPS,L2 station keeping,Observatory maintenance / overhead,Spacecraft orbit,2.0,0.011904761904761904,maintenance,1.0
81,2,29,2031-07-16,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
81,2,29,2031-07-16,A,SN Ia time-domain cadence,SN Ia time domain,SN south,2.0,0.011904761904761904,cadence baseline,0.42857142857142855
82,2,30,2031-07-23,X,AM CVn monitoring,Compact monitoring / ToO,V803 Cen,0.75,0.004464285714285714,target-visit MILP,1.0
82,2,30,2031-07-23,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
82,2,30,2031-07-23,X,Dwarf-nova intensive,Compact monitoring / ToO,VW Hyi,0.375,0.002232142857142857,target-visit MILP,1.0
82,2,30,2031-07-23,B,Nearest FGK HZ Systems Survey,Exoplanet nearest / HZ,lam Ser,19.96967241010322,0.11886709767918584,target-visit MILP,1.0
82,2,30,2031-07-23,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
82,2,30,2031-07-23,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
82,2,30,2031-07-23,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
82,2,30,2031-07-23,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
82,2,30,2031-07-23,A,SN Ia time-domain cadence,SN Ia time domain,SN south,2.0,0.011904761904761904,cadence baseline,1.0
83,2,31,2031-07-30,X,AM CVn monitoring,Compact monitoring / ToO,HP Lib,0.75,0.004464285714285714,target-visit MILP,1.0
83,2,31,2031-07-30,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
83,2,31,2031-07-30,X,Dwarf-nova intensive,Compact monitoring / ToO,VW Hyi,0.375,0.002232142857142857,target-visit MILP,1.0
83,2,31,2031-07-30,X,Dwarf-nova population,Compact monitoring / ToO,RX And,0.75,0.004464285714285714,target-visit MILP,1.0
83,2,31,2031-07-30,X,Dwarf-nova population,Compact monitoring / ToO,RX And,0.75,0.004464285714285714,target-visit MILP,1.0
83,2,31,2031-07-30,X,Dwarf-nova population,Compact monitoring / ToO,VY Aqr,0.75,0.004464285714285714,target-visit MILP,1.0
83,2,31,2031-07-30,B,Nearest Stellar Systems Survey,Exoplanet nearest / HZ,61 Cyg B,10.0,0.05952380952380952,target-visit MILP,1.0
83,2,31,2031-07-30,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
83,2,31,2031-07-30,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
83,2,31,2031-07-30,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
83,2,31,2031-07-30,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
83,2,31,2031-07-30,A,SN Ia time-domain cadence,SN Ia time domain,SN south,2.0,0.011904761904761904,cadence baseline,1.0
84,2,32,2031-08-06,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
84,2,32,2031-08-06,X,Dwarf-nova intensive,Compact monitoring / ToO,RU Peg,0.375,0.002232142857142857,target-visit MILP,1.0
84,2,32,2031-08-06,X,Dwarf-nova population,Compact monitoring / ToO,RX And,0.75,0.004464285714285714,target-visit MILP,1.0
84,2,32,2031-08-06,B,First-light known giants,Exoplanet giants / disks,HD 147513 b,16.666666666666668,0.09920634920634921,target-visit MILP,1.0
84,2,32,2031-08-06,B,First-light known giants,Exoplanet giants / disks,HD 192310 c,16.666666666666668,0.09920634920634921,target-visit MILP,1.0
84,2,32,2031-08-06,B,First-light known giants,Exoplanet giants / disks,HD 219134 h,16.666666666666668,0.09920634920634921,target-visit MILP,1.0
84,2,32,2031-08-06,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
84,2,32,2031-08-06,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
84,2,32,2031-08-06,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
84,2,32,2031-08-06,OPS,L2 station keeping,Observatory maintenance / overhead,Spacecraft orbit,2.0,0.011904761904761904,maintenance,1.0
84,2,32,2031-08-06,OPS,Momentum unload,Observatory maintenance / overhead,Reaction wheels,3.0,0.017857142857142856,maintenance,1.0
84,2,32,2031-08-06,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
84,2,32,2031-08-06,A,SN Ia time-domain cadence,SN Ia time domain,SN south,2.0,0.011904761904761904,cadence baseline,1.0
85,2,33,2031-08-13,X,AM CVn monitoring,Compact monitoring / ToO,ES Cet,0.75,0.004464285714285714,target-visit MILP,1.0
85,2,33,2031-08-13,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
85,2,33,2031-08-13,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
85,2,33,2031-08-13,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
85,2,33,2031-08-13,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
85,2,33,2031-08-13,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
85,2,33,2031-08-13,A,SN Ia time-domain cadence,SN Ia time domain,SN south,2.0,0.011904761904761904,cadence baseline,1.0
86,2,34,2031-08-20,X,AM CVn monitoring,Compact monitoring / ToO,KL Dra,0.75,0.004464285714285714,target-visit MILP,1.0
86,2,34,2031-08-20,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
86,2,34,2031-08-20,X,Dwarf-nova intensive,Compact monitoring / ToO,RU Peg,0.375,0.002232142857142857,target-visit MILP,1.0
86,2,34,2031-08-20,X,Dwarf-nova intensive,Compact monitoring / ToO,RU Peg,0.375,0.002232142857142857,target-visit MILP,1.0
86,2,34,2031-08-20,X,Dwarf-nova intensive,Compact monitoring / ToO,SS Cyg,0.375,0.002232142857142857,target-visit MILP,1.0
86,2,34,2031-08-20,X,Dwarf-nova population,Compact monitoring / ToO,HT Cas,0.75,0.004464285714285714,target-visit MILP,1.0
86,2,34,2031-08-20,B,Nearest Stellar Systems Survey,Exoplanet nearest / HZ,alpha Cen B,10.0,0.05952380952380952,target-visit MILP,0.5714285714285714
86,2,34,2031-08-20,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
86,2,34,2031-08-20,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
86,2,34,2031-08-20,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
86,2,34,2031-08-20,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
86,2,34,2031-08-20,A,SN Ia time-domain cadence,SN Ia time domain,SN south,2.0,0.011904761904761904,cadence baseline,1.0
87,2,35,2031-08-27,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
87,2,35,2031-08-27,X,Dwarf-nova population,Compact monitoring / ToO,VW Vul,0.75,0.004464285714285714,target-visit MILP,1.0
87,2,35,2031-08-27,B,Nearest FGK HZ Systems Survey,Exoplanet nearest / HZ,zet Dor,19.289362039661423,0.11481763118846085,target-visit MILP,1.0
87,2,35,2031-08-27,B,Nearest Stellar Systems Survey,Exoplanet nearest / HZ,Ross 248,10.0,0.05952380952380952,target-visit MILP,1.0
87,2,35,2031-08-27,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
87,2,35,2031-08-27,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
87,2,35,2031-08-27,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
87,2,35,2031-08-27,OPS,L2 station keeping,Observatory maintenance / overhead,Spacecraft orbit,2.0,0.011904761904761904,maintenance,1.0
87,2,35,2031-08-27,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
87,2,35,2031-08-27,A,SN Ia time-domain cadence,SN Ia time domain,SN south,2.0,0.011904761904761904,cadence baseline,1.0
88,2,36,2031-09-03,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
88,2,36,2031-09-03,X,Dwarf-nova intensive,Compact monitoring / ToO,VW Hyi,0.375,0.002232142857142857,target-visit MILP,1.0
88,2,36,2031-09-03,X,Dwarf-nova population,Compact monitoring / ToO,HT Cas,0.75,0.004464285714285714,target-visit MILP,1.0
88,2,36,2031-09-03,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
88,2,36,2031-09-03,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
88,2,36,2031-09-03,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
88,2,36,2031-09-03,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
88,2,36,2031-09-03,A,SN Ia time-domain cadence,SN Ia time domain,SN south,2.0,0.011904761904761904,cadence baseline,1.0
89,2,37,2031-09-10,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
89,2,37,2031-09-10,X,Dwarf-nova intensive,Compact monitoring / ToO,SS Cyg,0.375,0.002232142857142857,target-visit MILP,1.0
